Name,Method,File,Student,Question,Result,Time,Index,Gold_Wrong,Total_Answered,Gender,Age,Education,Relationship,Department,Crowdsourcing_Knowledge,Crowdsourcing_Use
;019346549=2140?,Umati,/9_1.png:gold,9,1,4,1301562653.81,15,0,25,Female,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019346549=2140?,Umati,/4_1.png:norm,4,1,0,1301562662.14,16,0,25,Female,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019346549=2140?,Umati,/6_1.png:norm,6,1,3,1301562670.03,17,0,25,Female,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019346549=2140?,Umati,/8_1.png:norm,8,1,4,1301562677.28,18,0,25,Female,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019346549=2140?,Umati,/5_1.png:norm,5,1,0,1301562680.67,19,0,25,Female,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019346549=2140?,Umati,/7_1.png:norm,7,1,2,1301562685.89,20,0,25,Female,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019346549=2140?,Umati,/1_1.png:norm,1,1,0,1301562689.63,21,0,25,Female,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019346549=2140?,Umati,/2_1.png:norm,2,1,4,1301562694.69,22,0,25,Female,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019346549=2140?,Umati,/3_1.png:norm,3,1,0,1301562697.09,23,0,25,Female,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019346549=2140?,Umati,/9_4.png:gold,9,4,4,1301562703.97,24,0,25,Female,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;022186276=1140?,Umati,9_13.png:gold,9,13,2,1301455383.97,0,2,7,Male,18-20,High School,Undergraduate Student,EE,No,No
;022186276=1140?,Umati,6_13.png:norm,6,13,3,1301455393.31,1,2,7,Male,18-20,High School,Undergraduate Student,EE,No,No
;022186276=1140?,Umati,7_13.png:norm,7,13,0,1301455394.62,2,2,7,Male,18-20,High School,Undergraduate Student,EE,No,No
;022186276=1140?,Umati,5_13.png:norm,5,13,3,1301455409.29,3,2,7,Male,18-20,High School,Undergraduate Student,EE,No,No
;022186276=1140?,Umati,8_13.png:norm,8,13,1,1301455420.47,4,2,7,Male,18-20,High School,Undergraduate Student,EE,No,No
;022186276=1140?,Umati,4_13.png:norm,4,13,3,1301455432.09,5,2,7,Male,18-20,High School,Undergraduate Student,EE,No,No
;022186276=1140?,Umati,/9_1.png:gold,9,1,3,1301455447.29,6,2,7,Male,18-20,High School,Undergraduate Student,EE,No,No
;001888346=0140?,Umati,9_13.png:gold,9,13,3,1301083062.18,0,1,16,Male,22-39,PhD,Staff,CS,Yes,Completed tasks
;001888346=0140?,Umati,8_13.png:norm,8,13,4,1301083078.47,1,1,16,Male,22-39,PhD,Staff,CS,Yes,Completed tasks
;001888346=0140?,Umati,5_13.png:norm,5,13,4,1301083088.48,2,1,16,Male,22-39,PhD,Staff,CS,Yes,Completed tasks
;001888346=0140?,Umati,4_13.png:norm,4,13,0,1301083094.0,3,1,16,Male,22-39,PhD,Staff,CS,Yes,Completed tasks
;001888346=0140?,Umati,7_13.png:norm,7,13,0,1301083120.7,4,1,16,Male,22-39,PhD,Staff,CS,Yes,Completed tasks
;001888346=0140?,Umati,6_13.png:norm,6,13,3,1301083128.78,5,1,16,Male,22-39,PhD,Staff,CS,Yes,Completed tasks
;001888346=0140?,Umati,/9_4.png:gold,9,4,4,1301083184.82,6,1,16,Male,22-39,PhD,Staff,CS,Yes,Completed tasks
;001888346=0140?,Umati,/2_4.png:norm,2,4,0,1301083194.55,7,1,16,Male,22-39,PhD,Staff,CS,Yes,Completed tasks
;001888346=0140?,Umati,/4_4.png:norm,4,4,1,1301083212.39,8,1,16,Male,22-39,PhD,Staff,CS,Yes,Completed tasks
;001888346=0140?,Umati,/6_4.png:norm,6,4,4,1301083228.61,9,1,16,Male,22-39,PhD,Staff,CS,Yes,Completed tasks
;001888346=0140?,Umati,/8_4.png:norm,8,4,1,1301083240.81,10,1,16,Male,22-39,PhD,Staff,CS,Yes,Completed tasks
;001888346=0140?,Umati,/1_4.png:norm,1,4,1,1301083256.51,11,1,16,Male,22-39,PhD,Staff,CS,Yes,Completed tasks
;001888346=0140?,Umati,/5_4.png:norm,5,4,0,1301083262.38,12,1,16,Male,22-39,PhD,Staff,CS,Yes,Completed tasks
;001888346=0140?,Umati,/3_4.png:norm,3,4,4,1301083273.24,13,1,16,Male,22-39,PhD,Staff,CS,Yes,Completed tasks
;001888346=0140?,Umati,/7_4.png:norm,7,4,1,1301083291.56,14,1,16,Male,22-39,PhD,Staff,CS,Yes,Completed tasks
;001888346=0140?,Umati,9_12.png:gold,9,12,4,1301083318.54,15,1,16,Male,22-39,PhD,Staff,CS,Yes,Completed tasks
;018610207=0140?,Umati,/9_1.png:gold,9,1,4,1301504574.23,0,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/4_1.png:norm,4,1,0,1301504595.93,1,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/3_1.png:norm,3,1,0,1301504600.36,2,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/5_1.png:norm,5,1,0,1301504613.17,3,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/1_1.png:norm,1,1,0,1301504617.4,4,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/8_1.png:norm,8,1,4,1301504626.29,5,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/2_1.png:norm,2,1,0,1301504634.16,6,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/6_1.png:norm,6,1,0,1301504638.64,7,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/7_1.png:norm,7,1,0,1301504649.69,8,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/9_6.png:gold,9,6,4,1301504655.98,9,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/7_6.png:norm,7,6,4,1301504659.97,10,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/2_6.png:norm,2,6,0,1301504664.35,11,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/5_6.png:norm,5,6,0,1301504666.17,12,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/6_6.png:norm,6,6,4,1301504668.66,13,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/8_6.png:norm,8,6,4,1301504671.03,14,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/4_6.png:norm,4,6,4,1301504678.32,15,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/1_6.png:norm,1,6,4,1301504681.74,16,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/3_6.png:norm,3,6,4,1301504683.75,17,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/9_4.png:gold,9,4,4,1301504694.19,18,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/7_4.png:norm,7,4,4,1301504708.58,19,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/3_4.png:norm,3,4,4,1301504712.59,20,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/8_4.png:norm,8,4,4,1301504716.31,21,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/2_4.png:norm,2,4,4,1301504718.77,22,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/5_4.png:norm,5,4,4,1301504721.59,23,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/6_4.png:norm,6,4,4,1301504724.65,24,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/1_4.png:norm,1,4,4,1301504727.69,25,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;018610207=0140?,Umati,/4_4.png:norm,4,4,4,1301504730.73,26,0,27,Male,21-24,Bachelors,Graduate Student,Other Department on Campus,Yes,No
;022180830=0140?,Umati,/9_4.png:gold,9,4,4,1301619627.57,0,0,5,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;022180830=0140?,Umati,/5_4.png:norm,5,4,0,1301619667.93,1,0,5,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;022180830=0140?,Umati,/4_4.png:norm,4,4,0,1301619676.23,2,0,5,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;022180830=0140?,Umati,/3_4.png:norm,3,4,4,1301619685.85,3,0,5,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;022180830=0140?,Umati,/1_4.png:norm,1,4,4,1301619699.03,4,0,5,Male,18-20,High School,Undergraduate Student,CS,Yes,No
;020173688=0140?,Umati,/9_5.png:gold,9,5,0,1301590280.55,0,2,10,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;020173688=0140?,Umati,/5_5.png:norm,5,5,0,1301590289.53,1,2,10,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;020173688=0140?,Umati,/8_5.png:norm,8,5,0,1301590290.82,2,2,10,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;020173688=0140?,Umati,/4_5.png:norm,4,5,0,1301590291.98,3,2,10,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;020173688=0140?,Umati,/6_5.png:norm,6,5,0,1301590293.24,4,2,10,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;020173688=0140?,Umati,/2_5.png:norm,2,5,0,1301590293.9,5,2,10,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;020173688=0140?,Umati,/7_5.png:norm,7,5,0,1301590295.31,6,2,10,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;020173688=0140?,Umati,/3_5.png:norm,3,5,0,1301590295.34,7,2,10,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;020173688=0140?,Umati,/1_5.png:norm,1,5,0,1301590296.28,8,2,10,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;020173688=0140?,Umati,/9_6.png:gold,9,6,0,1301590296.5,9,2,10,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;020721481=0140?,Umati,/9_2.png:gold,9,2,4,1301069251.07,0,1,15,Male,0-18,High School,Undergraduate Student,Other Department on Campus,Yes,No
;020721481=0140?,Umati,/5_2.png:norm,5,2,4,1301069293.07,1,1,15,Male,0-18,High School,Undergraduate Student,Other Department on Campus,Yes,No
;020721481=0140?,Umati,/7_2.png:norm,7,2,4,1301069313.12,2,1,15,Male,0-18,High School,Undergraduate Student,Other Department on Campus,Yes,No
;020721481=0140?,Umati,/8_2.png:norm,8,2,4,1301069322.05,3,1,15,Male,0-18,High School,Undergraduate Student,Other Department on Campus,Yes,No
;020721481=0140?,Umati,/4_2.png:norm,4,2,0,1301069331.84,4,1,15,Male,0-18,High School,Undergraduate Student,Other Department on Campus,Yes,No
;020721481=0140?,Umati,/3_2.png:norm,3,2,4,1301069374.01,5,1,15,Male,0-18,High School,Undergraduate Student,Other Department on Campus,Yes,No
;020721481=0140?,Umati,/6_2.png:norm,6,2,3,1301069383.44,6,1,15,Male,0-18,High School,Undergraduate Student,Other Department on Campus,Yes,No
;020721481=0140?,Umati,/2_2.png:norm,2,2,4,1301069391.46,7,1,15,Male,0-18,High School,Undergraduate Student,Other Department on Campus,Yes,No
;020721481=0140?,Umati,/1_2.png:norm,1,2,0,1301069438.78,8,1,15,Male,0-18,High School,Undergraduate Student,Other Department on Campus,Yes,No
;020721481=0140?,Umati,/9_4.png:gold,9,4,3,1301069493.79,9,1,15,Male,0-18,High School,Undergraduate Student,Other Department on Campus,Yes,No
;020721481=0140?,Umati,/1_4.png:norm,1,4,2,1301069512.16,10,1,15,Male,0-18,High School,Undergraduate Student,Other Department on Campus,Yes,No
;020721481=0140?,Umati,/8_4.png:norm,8,4,3,1301069547.52,11,1,15,Male,0-18,High School,Undergraduate Student,Other Department on Campus,Yes,No
;020721481=0140?,Umati,/7_4.png:norm,7,4,0,1301069597.82,12,1,15,Male,0-18,High School,Undergraduate Student,Other Department on Campus,Yes,No
;020721481=0140?,Umati,/5_4.png:norm,5,4,0,1301069656.72,13,1,15,Male,0-18,High School,Undergraduate Student,Other Department on Campus,Yes,No
;020721481=0140?,Umati,/3_4.png:norm,3,4,4,1301069669.25,14,1,15,Male,0-18,High School,Undergraduate Student,Other Department on Campus,Yes,No
;020609115=0140?,Umati,/9_7.png:gold,9,7,4,1301287288.35,0,0,15,Male,18-20,Associates,Undergraduate Student,Other Department on Campus,No,No
;020609115=0140?,Umati,/8_7.png:norm,8,7,1,1301287295.95,1,0,15,Male,18-20,Associates,Undergraduate Student,Other Department on Campus,No,No
;020609115=0140?,Umati,/1_7.png:norm,1,7,2,1301287304.8,2,0,15,Male,18-20,Associates,Undergraduate Student,Other Department on Campus,No,No
;020609115=0140?,Umati,/4_7.png:norm,4,7,0,1301287309.75,3,0,15,Male,18-20,Associates,Undergraduate Student,Other Department on Campus,No,No
;020609115=0140?,Umati,/7_7.png:norm,7,7,0,1301287317.41,4,0,15,Male,18-20,Associates,Undergraduate Student,Other Department on Campus,No,No
;020609115=0140?,Umati,/2_7.png:norm,2,7,1,1301287323.41,5,0,15,Male,18-20,Associates,Undergraduate Student,Other Department on Campus,No,No
;020609115=0140?,Umati,/6_7.png:norm,6,7,4,1301287326.21,6,0,15,Male,18-20,Associates,Undergraduate Student,Other Department on Campus,No,No
;020609115=0140?,Umati,/3_7.png:norm,3,7,4,1301287330.48,7,0,15,Male,18-20,Associates,Undergraduate Student,Other Department on Campus,No,No
;020609115=0140?,Umati,/5_7.png:norm,5,7,1,1301287336.51,8,0,15,Male,18-20,Associates,Undergraduate Student,Other Department on Campus,No,No
;020609115=0140?,Umati,/9_9.png:gold,9,9,4,1301287341.33,9,0,15,Male,18-20,Associates,Undergraduate Student,Other Department on Campus,No,No
;020609115=0140?,Umati,/3_9.png:norm,3,9,4,1301287345.16,10,0,15,Male,18-20,Associates,Undergraduate Student,Other Department on Campus,No,No
;020609115=0140?,Umati,/4_9.png:norm,4,9,1,1301287353.49,11,0,15,Male,18-20,Associates,Undergraduate Student,Other Department on Campus,No,No
;020609115=0140?,Umati,/1_9.png:norm,1,9,1,1301287360.98,12,0,15,Male,18-20,Associates,Undergraduate Student,Other Department on Campus,No,No
;020609115=0140?,Umati,/5_9.png:norm,5,9,0,1301287366.59,13,0,15,Male,18-20,Associates,Undergraduate Student,Other Department on Campus,No,No
;020609115=0140?,Umati,/6_9.png:norm,6,9,0,1301287367.87,14,0,15,Male,18-20,Associates,Undergraduate Student,Other Department on Campus,No,No
;020415658=1140?,Umati,/9_1.png:gold,9,1,4,1301084886.5,0,0,25,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020415658=1140?,Umati,/4_1.png:norm,4,1,0,1301084925.75,1,0,25,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020415658=1140?,Umati,/3_1.png:norm,3,1,0,1301084940.23,2,0,25,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020415658=1140?,Umati,/5_1.png:norm,5,1,0,1301084998.6,3,0,25,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020415658=1140?,Umati,/8_1.png:norm,8,1,3,1301085023.35,4,0,25,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020415658=1140?,Umati,/7_1.png:norm,7,1,4,1301085052.02,5,0,25,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020415658=1140?,Umati,/1_1.png:norm,1,1,0,1301085056.47,6,0,25,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020415658=1140?,Umati,/2_1.png:norm,2,1,4,1301085065.62,7,0,25,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020415658=1140?,Umati,/6_1.png:norm,6,1,1,1301085146.81,8,0,25,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020415658=1140?,Umati,/9_9.png:gold,9,9,4,1301085157.17,9,0,25,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020415658=1140?,Umati,/5_9.png:norm,5,9,0,1301085170.33,10,0,25,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020415658=1140?,Umati,/7_9.png:norm,7,9,0,1301085180.18,11,0,25,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020415658=1140?,Umati,/3_9.png:norm,3,9,4,1301085184.32,12,0,25,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020415658=1140?,Umati,/1_9.png:norm,1,9,4,1301085193.43,13,0,25,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020415658=1140?,Umati,/6_9.png:norm,6,9,4,1301085196.49,14,0,25,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020415658=1140?,Umati,/4_9.png:norm,4,9,0,1301085222.92,15,0,25,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020415658=1140?,Umati,/8_9.png:norm,8,9,0,1301085226.88,16,0,25,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020415658=1140?,Umati,/2_9.png:norm,2,9,4,1301085230.32,17,0,25,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020415658=1140?,Umati,9_14.png:gold,9,14,10,1301085328.41,18,0,25,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020415658=1140?,Umati,3_14.png:norm,3,14,5,1301085474.46,19,0,25,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020415658=1140?,Umati,6_14.png:norm,6,14,3,1301085517.39,20,0,25,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020415658=1140?,Umati,8_14.png:norm,8,14,0,1301085521.98,21,0,25,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020415658=1140?,Umati,7_14.png:norm,7,14,4,1301085536.23,22,0,25,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;020415658=1140?,Umati,5_14.png:norm,5,14,0,1301085546.04,23,0,25,Male,21-24,High School,Undergraduate Student,CS,Yes,No
;022227602=0140?,Umati,/9_7.png:gold,9,7,0,1301507757.79,0,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/8_7.png:norm,8,7,0,1301507758.68,1,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/1_7.png:norm,1,7,4,1301507788.24,2,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/6_7.png:norm,6,7,4,1301507792.47,3,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/5_7.png:norm,5,7,3,1301507796.92,4,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/4_7.png:norm,4,7,0,1301507805.33,5,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/2_7.png:norm,2,7,4,1301507809.46,6,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/7_7.png:norm,7,7,4,1301507813.73,7,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/3_7.png:norm,3,7,4,1301507816.89,8,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,9_10.png:gold,9,10,4,1301507829.54,9,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,5_10.png:norm,5,10,4,1301507831.35,10,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,8_10.png:norm,8,10,4,1301507832.76,11,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,6_10.png:norm,6,10,4,1301507834.11,12,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,7_10.png:norm,7,10,0,1301507845.99,13,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,4_10.png:norm,4,10,4,1301507850.61,14,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/9_2.png:gold,9,2,4,1301507867.7,15,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/1_2.png:norm,1,2,2,1301507878.61,16,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/3_2.png:norm,3,2,4,1301507885.87,17,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/5_2.png:norm,5,2,3,1301592510.13,18,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/7_2.png:norm,7,2,2,1301592512.76,19,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/8_2.png:norm,8,2,3,1301592514.9,20,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/2_2.png:norm,2,2,2,1301592516.4,21,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/4_2.png:norm,4,2,4,1301592518.2,22,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/6_2.png:norm,6,2,1,1301592520.78,23,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/9_6.png:gold,9,6,4,1301592525.32,24,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/2_6.png:norm,2,6,0,1301592527.76,25,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/4_6.png:norm,4,6,4,1301592532.05,26,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/6_6.png:norm,6,6,0,1301592532.76,27,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/9_3.png:gold,9,3,4,1301784899.81,28,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/8_3.png:norm,8,3,3,1301784906.95,29,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/2_3.png:norm,2,3,2,1301784910.76,30,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/1_3.png:norm,1,3,2,1301784917.66,31,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/5_3.png:norm,5,3,4,1301784921.42,32,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/4_3.png:norm,4,3,3,1301784925.91,33,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/6_3.png:norm,6,3,4,1301784928.72,34,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/3_3.png:norm,3,3,2,1301784931.33,35,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;022227602=0140?,Umati,/7_3.png:norm,7,3,2,1301784950.75,36,1,37,Male,18-20,High School,Undergraduate Student,CS,No,No
;018863180=0140?,Umati,/9_5.png:gold,9,5,0,1301346524.85,0,1,9,Male,25-39,Masters,Graduate Student,CS,Yes,Created and completed tasks
;018863180=0140?,Umati,/7_5.png:norm,7,5,4,1301346564.08,1,1,9,Male,25-39,Masters,Graduate Student,CS,Yes,Created and completed tasks
;018863180=0140?,Umati,/4_5.png:norm,4,5,4,1301346571.05,2,1,9,Male,25-39,Masters,Graduate Student,CS,Yes,Created and completed tasks
;018863180=0140?,Umati,/1_5.png:norm,1,5,0,1301346577.68,3,1,9,Male,25-39,Masters,Graduate Student,CS,Yes,Created and completed tasks
;018863180=0140?,Umati,/3_5.png:norm,3,5,4,1301346593.89,4,1,9,Male,25-39,Masters,Graduate Student,CS,Yes,Created and completed tasks
;018863180=0140?,Umati,/8_5.png:norm,8,5,3,1301346604.48,5,1,9,Male,25-39,Masters,Graduate Student,CS,Yes,Created and completed tasks
;018863180=0140?,Umati,/2_5.png:norm,2,5,4,1301346609.65,6,1,9,Male,25-39,Masters,Graduate Student,CS,Yes,Created and completed tasks
;018863180=0140?,Umati,/6_5.png:norm,6,5,0,1301346619.47,7,1,9,Male,25-39,Masters,Graduate Student,CS,Yes,Created and completed tasks
;018863180=0140?,Umati,/5_5.png:norm,5,5,2,1301346634.75,8,1,9,Male,25-39,Masters,Graduate Student,CS,Yes,Created and completed tasks
;020338457=0140?,Umati,9_11.png:gold,9,11,4,1301594388.57,0,0,16,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;020338457=0140?,Umati,8_11.png:norm,8,11,2,1301594420.54,1,0,16,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;020338457=0140?,Umati,5_11.png:norm,5,11,3,1301594448.3,2,0,16,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;020338457=0140?,Umati,7_11.png:norm,7,11,4,1301594478.16,3,0,16,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;020338457=0140?,Umati,6_11.png:norm,6,11,4,1301594488.22,4,0,16,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;020338457=0140?,Umati,4_11.png:norm,4,11,0,1301594495.4,5,0,16,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;020338457=0140?,Umati,/9_9.png:gold,9,9,4,1301594503.38,6,0,16,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;020338457=0140?,Umati,/3_9.png:norm,3,9,4,1301594508.24,7,0,16,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;020338457=0140?,Umati,/1_9.png:norm,1,9,4,1301594541.79,8,0,16,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;020338457=0140?,Umati,/5_9.png:norm,5,9,0,1301594556.86,9,0,16,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;020338457=0140?,Umati,/6_9.png:norm,6,9,4,1301594559.71,10,0,16,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;020338457=0140?,Umati,/2_9.png:norm,2,9,4,1301594563.71,11,0,16,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;020338457=0140?,Umati,/7_9.png:norm,7,9,0,1301594567.47,12,0,16,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;020338457=0140?,Umati,/4_9.png:norm,4,9,0,1301594572.07,13,0,16,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;020338457=0140?,Umati,/8_9.png:norm,8,9,0,1301594574.98,14,0,16,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;020338457=0140?,Umati,9_10.png:gold,9,10,4,1301594588.04,15,0,16,Male,18-20,Bachelors,Undergraduate Student,CS,Yes,No
;019763143=0140?,Umati,9_12.png:gold,9,12,3,1301516946.06,0,1,24,Male,25-39,Masters,Graduate Student,CS,Yes,Completed tasks
